truckId,truckName,businessPhone,normalizedPhone,status,confidence,matchedSourceUrls,conflictingPhones,checkedSourceCount,sourceErrorCount,notes
seed-dmv-prod-three-daughter-food-truck-frederick-maryland,Three Daughter food truck,(717) 802-4615,7178024615,verified_on_current_source,high,https://www.restaurantji.com/md/frederick/three-daughter-food-truck-/,(202) 655-5813,4,0,Stored phone appears on at least one linked current source page.
seed-dmv-prod-tipico-reyes-503-food-truck-rhoadesville-virginia,Tipico Reyes 503 Food Truck,(540) 310-2707,5403102707,verified_on_current_source,high,https://www.restaurantji.com/va/rhoadesville/tipico-reyes-503-food-truck-/,,2,0,Stored phone appears on at least one linked current source page.
seed-dmv-prod-trini-vybez-food-truck-and-catering-washington-dc,Trini Vybez Food Truck and Catering,(202) 684-1116,2026841116,verified_on_current_source,high,https://www.trinivybez.com/ | https://www.restaurantji.com/dc/washington/kalus-seasoning-blends-and-catering-/,(240) 684-1116,2,1,Stored phone appears on at least one linked current source page.
seed-dmv-prod-truck-121-bbq-food-truck-harrisonburg-virginia,Truck 121 Bbq Food Truck,(540) 746-1377,5407461377,verified_on_current_source,high,https://www.restaurantji.com/va/harrisonburg/truck-121-bbq-food-truck-/,,2,0,Stored phone appears on at least one linked current source page.
VPnTW6xF9yeHLrBWzGPq,UFO SMASH AND CHICKEN,(571) 666-2576,5716662576,verified_on_current_source,high,https://ufosmashandchicken.com/,,4,0,Stored phone appears on at least one linked current source page.
seed-us-curated-100-umami-moto-food-truck-118-tulane-dr-se-albuquerque-new-mexico-87106,Umami Moto Food Truck,(216) 254-5202,2162545202,verified_on_current_source,high,https://www.umamimotofoodtruck.com/ | https://www.restaurantji.com/nm/albuquerque/umami-moto-food-truck-/ | https://www.restaurantji.com/cache/business_page/nm/albuquerque/umami-moto-food-truck-/business.json,,5,0,Stored phone appears on at least one linked current source page.
seed-us-curated-100-uptown-food-truck-3300-marjan-dr-atlanta-georgia-30304,Uptown Food Truck,(256) 648-1284,2566481284,verified_on_current_source,high,https://www.uptownfoodtruck1.com/ | https://www.restaurantji.com/ga/atlanta/uptown-food-truck-/ | https://www.restaurantji.com/cache/business_page/ga/atlanta/uptown-food-truck-/business.json,(339) 778-2999,5,0,Stored phone appears on at least one linked current source page.
seed-us-curated-100-urban-food-truck-231-e-indian-trail-rd-aurora-illinois-60505,Urban food truck,(630) 440-2780,6304402780,verified_on_current_source,high,https://www.urbanfoodtruck21.com/ | https://www.restaurantji.com/il/aurora/urban-food-truck-/ | https://www.restaurantji.com/cache/business_page/il/aurora/urban-food-truck-/business.json,,5,0,Stored phone appears on at least one linked current source page.
seed-photos-3-001-wanna-pizza-this-elkridge-maryland,Wanna Pizza This,,,missing_phone_source_candidates,review,,(410) 693-4190,5,1,"No businessPhone is stored, but linked source pages exposed possible phone candidates for manual review."
xLL4AM7XBAJzTKGt1u0r,Word Of Mouth,(240) 563-3613,2405633613,not_found_on_linked_sources,review,,,4,0,Stored phone is format-valid but was not found on fetched linked source pages.
w8wndU3wQSrTjDsXYKLh,Word of Mouth Grilling and Catering,(240) 563-3613,2405633613,source_phone_mismatch,review,,(301) 262-6200 | (240) 544-5700 | (301) 262-5013,4,0,Linked source pages exposed one or more different phone numbers.
seed-us-curated-100-yolis-kitchen-taco-truck-2345-n-academy-blvd-colorado-springs-colorado-80909,Yolis kitchen taco truck,(719) 309-7306,7193097306,verified_on_current_source,high,https://www.restaurantji.com/co/colorado-springs/yolis-kitchen-taco-truck-/ | https://www.restaurantji.com/cache/business_page/co/colorado-springs/yolis-kitchen-taco-truck-/business.json,,5,0,Stored phone appears on at least one linked current source page.
seed-dmv-prod-yumyums-smokin-grille-food-truck-district-heights-maryland,Yumyums Smokin Grille - Food Truck,(267) 974-9896,2679749896,verified_on_current_source,high,https://yumyumsgrill.com/ | https://www.restaurantji.com/md/district-heights/yumyums-smokin-grille-food-truck-/,,2,0,Stored phone appears on at least one linked current source page.
